x, y
-18.82115, 328999.9999984291
-26.81315, 412999.999998028
-1.73825, 140999.99999932674
5.25475, 64999.99999968964
9.45055, 14999.999999928377
15.14485, -70999.99999966098
16.943050000000003, -112999.99999946044
25.534450000000003, -310999.999998515
28.531450000000003, -370999.9999982285
33.62635, -528999.9999974741
